,ar,ma,armax,sarma,sarimax,real
2016-01-01,0.08193252501609016,-0.08583611330088568,-0.032079507599582696,0.23823757014189564,0.15063488842507552,0.0
2016-01-04,0.05800673350810887,-0.03675955911358868,-1.7845586702207934,0.33701181698522453,-1.7290210306786598,-3.093463856424594
2016-01-05,-0.034008233245632374,-0.03675955911358868,0.4649277295841717,-0.13675488587030576,0.5018481411390264,-0.860318797615256
2016-01-06,0.033730068922956845,-0.03675955911358868,-2.1058161871625756,-0.09919949344196671,-2.1922595652837,-3.2199095986560122
2016-01-07,-0.01797070015499838,-0.03675955911358868,-1.4141418675141821,0.02477768987939055,-1.4252886351707994,-2.0528571779006244
2016-01-08,-0.05126839354689257,-0.03675955911358868,-2.2263122785159153,-0.10517913930091843,-2.1718413409263393,-2.698134338430791
2016-01-11,-0.04222751403898121,-0.03675955911358868,-0.11849684147910572,0.10542549436861487,-0.0225796851576736,0.99034548113619
2016-01-12,-0.040659776753220876,-0.03675955911358868,-0.49788705481228396,0.08546028042473197,-0.43649115381308523,1.2747966789988574
2016-01-13,-0.03892690091881043,-0.03675955911358868,0.09699478428784691,0.025285755417025248,0.09449742773962562,0.3873393030819461
2016-01-14,-0.03567793386412799,-0.03675955911358868,-1.0062579406877599,0.021364527112225945,-1.0253320936850048,-0.916331781736246
2016-01-15,-0.035576733806885294,-0.03675955911358868,-3.6391667568769135,0.010581201059319433,-3.6242044873019155,-2.7013913396877753
2016-01-18,-0.03619947405636615,-0.03675955911358868,-1.583454126688638,0.007213377561358302,-1.5502275952911226,-1.2506366305682581
2016-01-19,-0.03643595547972241,-0.03675955911358868,-0.1775201783169206,-0.04915727859378965,-0.09672657592360118,-0.6332185987413252
2016-01-20,-0.036653020732821825,-0.03675955911358868,-3.5019152648344756,-0.00454492087146472,-3.459002428733572,-4.81775459235525
2016-01-21,-0.03671289225282717,-0.03675955911358868,2.5568748859351214,0.05825601689857174,2.5590444101296614,3.0530425800182837
2016-01-22,-0.03665248840697194,-0.03675955911358868,3.211631479985811,0.01842908598158762,3.204538210535246,4.443860435392333
2016-01-25,-0.0366111502424461,-0.03675955911358868,-3.4525627839010418,-0.06953129233641872,-3.431992488908607,-4.080611788411681
2016-01-26,-0.036593722590095745,-0.03675955911358868,2.6340975761480636,0.014467114705007415,2.6787399233562006,3.501925917527271
2016-01-27,-0.0365885231000042,-0.03675955911358868,-0.07180249451028466,0.030510195119949235,-0.02911791237381193,-0.20048509468602038
2016-01-28,-0.03659321420710292,-0.03675955911358868,-3.0417662439130027,-0.045914353112835,-3.008860214847171,-3.591150517242525
2016-01-29,-0.03659832260090683,-0.03675955911358868,3.768817109722261,-0.024614817578319566,3.7703665170163196,2.500646690571706
2016-02-01,-0.03660032575916673,-0.03675955911358868,-1.5225298413986255,0.04628391791745042,-1.5135887222940676,-3.2782697525789994
2016-02-02,-0.036600638558999005,-0.03675955911358868,-3.611968378849231,0.009132452679089069,-3.571061386552982,-5.149775932573086
2016-02-03,-0.036600197437870505,-0.03675955911358868,-2.453099986898796,-0.03580112446696773,-2.4117118139536067,-4.072006223683921
2016-02-04,-0.03659966664908269,-0.03675955911358868,4.905756141672376,0.008097562431647637,4.929805832666224,5.659809423554352
2016-02-05,-0.03659942608449073,-0.03675955911358868,2.4016177523188893,0.02533839332913845,2.418077077604868,2.4596957302509326
2016-02-08,-0.03659940267649642,-0.03675955911358868,-5.546440473136308,-0.014229363776407569,-5.5227935213494765,-6.21499417533844
2016-02-09,-0.03659945379730368,-0.03675955911358868,-4.411887801487269,-0.018448148393525935,-4.379210349317127,-3.8680219267068106
2016-02-10,-0.036599507781767356,-0.03675955911358868,5.726629368869222,0.022171295273764133,5.742502157995672,5.147926585176799
2016-02-11,-0.036599534337121195,-0.03675955911358868,-6.823231951527258,0.010755557113965253,-6.778422065165433,-6.865500766127086
2016-02-12,-0.036599536979583694,-0.03675955911358868,4.522405701162091,-0.02040971972537381,4.540688865003458,5.196348344680279
2016-02-15,-0.03659953098755251,-0.03675955911358868,2.993065328214884,-0.0014606199175286093,3.005207196206612,3.6473340989939596
2016-02-16,-0.03659952526747652,-0.03675955911358868,-0.8919956469146376,0.017912765616115704,-0.8669206790937263,-0.1662393928558048
2016-02-17,-0.036599522481231626,-0.03675955911358868,3.8024949354494955,-0.00762045521991607,3.8175910488328686,4.2742342722075
2016-02-18,-0.03659952217547684,-0.03675955911358868,-3.2614166234513964,-0.013791803564888062,-3.227325441010865,-3.8062512505813606
2016-02-19,-0.036599522842397106,-0.03675955911358868,-2.061625326739549,0.011904334252514448,-2.0302939856565607,-3.18206944608338
2016-02-22,-0.03659952346481901,-0.03675955911358868,3.77052184038055,0.0070110023380662145,3.785560909495289,5.001438578482054
2016-02-23,-0.036599523756383576,-0.03675955911358868,-2.5801547217335883,-0.01277435161753539,-2.5504801296834194,-1.7147455337896411
2016-02-24,-0.03659952378783765,-0.03675955911358868,-4.239439352452132,-0.001220189215553386,-4.208929002016008,-4.763227338292375
2016-02-25,-0.0365995237156226,-0.03675955911358868,1.9439573013502824,0.011366256375828328,1.9645013544813759,2.500718047616579
2016-02-26,-0.036599523647901346,-0.03675955911358868,5.137944499468411,-0.0038717109920939734,5.153418424466676,4.567386797685691
2016-02-29,-0.03659952361696263,-0.03675955911358868,1.5952009933206135,-0.008391918242151937,1.6153361495696519,1.8176763793682271
2016-03-01,-0.03659952361395565,-0.03675955911358868,0.927850713242229,0.006682521074644204,0.9523985424301543,2.0783398568807288
2016-03-02,-0.036599523621778124,-0.03675955911358868,4.377976697266011,0.0051086561079474475,4.391933837858638,5.638215185831652
2016-03-03,-0.03659952362908862,-0.03675955911358868,0.5145529138606485,-0.00761807425339317,0.5369172431653018,0.0
2016-03-04,-0.03659952363239595,-0.03675955911358868,-0.014999414461936394,-0.0013917591839635287,0.00943054441693412,1.8532227204850482
2016-03-07,-0.036599523632680105,-0.03675955911358868,-1.1726857456098803,0.007297678230277004,-1.1461098928657936,-0.46094475633918774
2016-03-08,-0.036599523631826184,-0.03675955911358868,-1.0379851268162668,-0.0016897493736479983,-1.0105149765538588,0.9748979408149117
2016-03-09,-0.036599523631040076,-0.03675955911358868,-0.6881603438844652,-0.005817646217182836,-0.6627620623837884,-0.7723798070201293
2016-03-10,-0.03659952363068683,-0.03675955911358868,1.5976435860294498,0.0037554365065863822,1.617172129597827,1.0702958521920936
2016-03-11,-0.036599523630659686,-0.03675955911358868,6.207970369017704,0.0037120651499010023,6.2181630654628055,7.148021253384762
2016-03-14,-0.036599523630753195,-0.03675955911358868,0.4343848953461403,-0.004771604299383553,0.4568724725234384,1.3926464657667115
2016-03-15,-0.03659952363083775,-0.03675955911358868,-2.8348000013730545,-0.001392837305057625,-2.8038722582165168,-4.430665953148772
2016-03-16,-0.036599523630875375,-0.03675955911358868,-0.6582120671932458,0.0046901618377397465,-0.6323429943771995,-2.3644046728380164
2016-03-17,-0.03659952363087797,-0.03675955911358868,0.053822690302310516,-0.0006434087679503413,0.0780069121647174,0.7597267988585399
2016-03-18,-0.036599523630867735,-0.03675955911358868,0.9267209281944896,-0.0039057080552450324,0.9480396575446128,0.895388456216617
2016-03-21,-0.03659952363085863,-0.03675955911358868,-1.1358848258092054,0.0020798102251889288,-1.1105126813840207,-1.097624571082112
2016-03-22,-0.03659952363085463,-0.03675955911358868,-0.5154379100328507,0.0026324586091494885,-0.49003547833867145,-1.534817729494442
2016-03-23,-0.036599523630854384,-0.03675955911358868,-1.7857573944893153,-0.0028317806153546287,-1.757929482741116,-2.134289239210585
2016-03-24,-0.0365995236308555,-0.03675955911358868,-2.116541342212939,-0.0012038304436740453,-2.0881185771727258,-2.229867633006477
2016-03-25,-0.03659952363085649,-0.03675955911358868,-0.02398408385261356,0.0029530843114694665,-0.00011161044772021666,0.0
2016-03-28,-0.03659952363085691,-0.03675955911358868,-0.02398408385261355,-8.543735253857228e-05,-0.00048638317827881083,0.0
2016-03-29,-0.03659952363085693,-0.03675955911358868,-1.0655665271327437,-0.00256550904258705,-1.038972421915867,-0.5764334763513124
2016-03-30,-0.036599523630856806,-0.03675955911358868,-0.02004097215401634,0.0010766643312163696,0.004135466068841899,0.2268653457891956
2016-03-31,-0.0365995236308567,-0.03675955911358868,-1.8267203839375832,0.0018409408784626742,-1.798667269815817,-2.5653716559665862
2016-04-01,-0.03659952363085666,-0.03675955911358868,-1.467407387775821,-0.0016555376088213717,-1.4409330621142191,-2.0392547646053916
2016-04-04,-0.03659952363085666,-0.03675955911358868,-0.1353707323814662,-0.0009737137115536762,-0.11084783551257904,-0.3689050402780891
2016-04-05,-0.036599523630856674,-0.03675955911358868,-4.191951653855007,0.0018325476928647117,-4.15948348530959,-3.4646842705274183
2016-04-06,-0.03659952363085668,-0.03675955911358868,-0.6765593792677808,0.00013850184726164406,-0.6510744950180719,-0.3013637285637749
